obra;mes_ano;uf;br;km_inicial;km_final;extensao;num_acidente;mes;ano;num_acidente_pred
G002;2015-07-01;MG;267;62,0;98,7;36,7;0,0;7;2015;0,0
G002;2015-08-01;MG;267;62,0;98,7;36,7;1,0;8;2015;0,0
G002;2015-09-01;MG;267;62,0;98,7;36,7;0,0;9;2015;0,0
G002;2015-10-01;MG;267;62,0;98,7;36,7;0,0;10;2015;0,0
G002;2015-11-01;MG;267;62,0;98,7;36,7;0,0;11;2015;0,0
G002;2015-12-01;MG;267;62,0;98,7;36,7;0,0;12;2015;0,0
G002;2016-01-01;MG;267;62,0;98,7;36,7;0,0;1;2016;0,0
G002;2016-02-01;MG;267;62,0;98,7;36,7;0,0;2;2016;0,0
G002;2016-03-01;MG;267;62,0;98,7;36,7;0,0;3;2016;0,0
G002;2016-04-01;MG;267;62,0;98,7;36,7;1,0;4;2016;0,0
G002;2016-05-01;MG;267;62,0;98,7;36,7;0,0;5;2016;0,0
G002;2016-06-01;MG;267;62,0;98,7;36,7;0,0;6;2016;0,0
G002;2016-07-01;MG;267;62,0;98,7;36,7;0,0;7;2016;0,0
G002;2016-08-01;MG;267;62,0;98,7;36,7;0,0;8;2016;0,0
G002;2016-09-01;MG;267;62,0;98,7;36,7;1,0;9;2016;0,0
G002;2016-10-01;MG;267;62,0;98,7;36,7;0,0;10;2016;0,0
G002;2016-11-01;MG;267;62,0;98,7;36,7;0,0;11;2016;0,0
G002;2016-12-01;MG;267;62,0;98,7;36,7;0,0;12;2016;0,0
G002;2017-01-01;MG;267;62,0;98,7;36,7;2,0;1;2017;0,0
G002;2017-02-01;MG;267;62,0;98,7;36,7;0,0;2;2017;0,0
G002;2017-03-01;MG;267;62,0;98,7;36,7;0,0;3;2017;0,0
G002;2017-04-01;MG;267;62,0;98,7;36,7;0,0;4;2017;0,0
G002;2017-05-01;MG;267;62,0;98,7;36,7;3,0;5;2017;0,0
G002;2017-06-01;MG;267;62,0;98,7;36,7;1,0;6;2017;0,0
G002;2017-07-01;MG;267;62,0;98,7;36,7;1,0;7;2017;0,0
G002;2017-08-01;MG;267;62,0;98,7;36,7;0,0;8;2017;0,0
G002;2017-09-01;MG;267;62,0;98,7;36,7;0,0;9;2017;0,0
G002;2017-10-01;MG;267;62,0;98,7;36,7;0,0;10;2017;0,0
G002;2017-11-01;MG;267;62,0;98,7;36,7;0,0;11;2017;0,0
G002;2017-12-01;MG;267;62,0;98,7;36,7;0,0;12;2017;0,0
G002;2018-01-01;MG;267;62,0;98,7;36,7;0,0;1;2018;0,0
G002;2018-02-01;MG;267;62,0;98,7;36,7;0,0;2;2018;0,0
G002;2018-03-01;MG;267;62,0;98,7;36,7;2,0;3;2018;0,0
G002;2018-04-01;MG;267;62,0;98,7;36,7;2,0;4;2018;0,0
G002;2018-05-01;MG;267;62,0;98,7;36,7;0,0;5;2018;0,0
G002;2018-06-01;MG;267;62,0;98,7;36,7;0,0;6;2018;0,0
G002;2018-07-01;MG;267;62,0;98,7;36,7;1,0;7;2018;0,0
G002;2018-08-01;MG;267;62,0;98,7;36,7;0,0;8;2018;0,0
G002;2018-09-01;MG;267;62,0;98,7;36,7;0,0;9;2018;0,0
G002;2018-10-01;MG;267;62,0;98,7;36,7;0,0;10;2018;0,0
G002;2018-11-01;MG;267;62,0;98,7;36,7;1,0;11;2018;0,0
G002;2018-12-01;MG;267;62,0;98,7;36,7;0,0;12;2018;0,0
G002;2019-01-01;MG;267;62,0;98,7;36,7;0,0;1;2019;0,0
G002;2019-02-01;MG;267;62,0;98,7;36,7;0,0;2;2019;0,0
G002;2019-03-01;MG;267;62,0;98,7;36,7;0,0;3;2019;0,0
G002;2019-04-01;MG;267;62,0;98,7;36,7;0,0;4;2019;0,0
G002;2019-05-01;MG;267;62,0;98,7;36,7;0,0;5;2019;0,0
G002;2019-06-01;MG;267;62,0;98,7;36,7;1,0;6;2019;0,0
G002;2019-07-01;MG;267;62,0;98,7;36,7;0,0;7;2019;0,0
G002;2019-08-01;MG;267;62,0;98,7;36,7;0,0;8;2019;0,0
G002;2019-09-01;MG;267;62,0;98,7;36,7;0,0;9;2019;0,0
G003;2015-12-01;MG;458;97,2;147,2;49,999999999999986;0,0;12;2015;0,0
G003;2016-01-01;MG;458;97,2;147,2;49,999999999999986;0,0;1;2016;0,0
G003;2016-02-01;MG;458;97,2;147,2;49,999999999999986;0,0;2;2016;0,0
G003;2016-03-01;MG;458;97,2;147,2;49,999999999999986;0,0;3;2016;0,0
G003;2016-04-01;MG;458;97,2;147,2;49,999999999999986;0,0;4;2016;0,0
G003;2016-05-01;MG;458;97,2;147,2;49,999999999999986;0,0;5;2016;0,0
G003;2016-06-01;MG;458;97,2;147,2;49,999999999999986;0,0;6;2016;0,0
G003;2016-07-01;MG;458;97,2;147,2;49,999999999999986;0,0;7;2016;0,0
G003;2016-08-01;MG;458;97,2;147,2;49,999999999999986;0,0;8;2016;0,0
G003;2016-09-01;MG;458;97,2;147,2;49,999999999999986;0,0;9;2016;0,0
G003;2016-10-01;MG;458;97,2;147,2;49,999999999999986;0,0;10;2016;0,0
G003;2016-11-01;MG;458;97,2;147,2;49,999999999999986;0,0;11;2016;0,0
G003;2016-12-01;MG;458;97,2;147,2;49,999999999999986;0,0;12;2016;0,0
G003;2017-01-01;MG;458;97,2;147,2;49,999999999999986;0,0;1;2017;0,0
G003;2017-02-01;MG;458;97,2;147,2;49,999999999999986;0,0;2;2017;0,0
G003;2017-03-01;MG;458;97,2;147,2;49,999999999999986;0,0;3;2017;0,0
G003;2017-04-01;MG;458;97,2;147,2;49,999999999999986;0,0;4;2017;0,0
G003;2017-05-01;MG;458;97,2;147,2;49,999999999999986;0,0;5;2017;0,0
G003;2017-06-01;MG;458;97,2;147,2;49,999999999999986;0,0;6;2017;0,0
G003;2017-07-01;MG;458;97,2;147,2;49,999999999999986;0,0;7;2017;0,0
G003;2017-08-01;MG;458;97,2;147,2;49,999999999999986;0,0;8;2017;0,0
G003;2017-09-01;MG;458;97,2;147,2;49,999999999999986;0,0;9;2017;0,0
G003;2017-10-01;MG;458;97,2;147,2;49,999999999999986;0,0;10;2017;0,0
G003;2017-11-01;MG;458;97,2;147,2;49,999999999999986;0,0;11;2017;0,0
G003;2017-12-01;MG;458;97,2;147,2;49,999999999999986;0,0;12;2017;0,0
G003;2018-01-01;MG;458;97,2;147,2;49,999999999999986;0,0;1;2018;0,0
G003;2018-02-01;MG;458;97,2;147,2;49,999999999999986;0,0;2;2018;0,0
G003;2018-03-01;MG;458;97,2;147,2;49,999999999999986;0,0;3;2018;0,0
G003;2018-04-01;MG;458;97,2;147,2;49,999999999999986;0,0;4;2018;0,0
G003;2018-05-01;MG;458;97,2;147,2;49,999999999999986;0,0;5;2018;0,0
G003;2018-06-01;MG;458;97,2;147,2;49,999999999999986;0,0;6;2018;0,0
G003;2018-07-01;MG;458;97,2;147,2;49,999999999999986;0,0;7;2018;0,0
G003;2018-08-01;MG;458;97,2;147,2;49,999999999999986;0,0;8;2018;0,0
G003;2018-09-01;MG;458;97,2;147,2;49,999999999999986;0,0;9;2018;0,0
G003;2018-10-01;MG;458;97,2;147,2;49,999999999999986;0,0;10;2018;0,0
G003;2018-11-01;MG;458;97,2;147,2;49,999999999999986;0,0;11;2018;0,0
G003;2018-12-01;MG;458;97,2;147,2;49,999999999999986;0,0;12;2018;0,0
G003;2019-01-01;MG;458;97,2;147,2;49,999999999999986;0,0;1;2019;0,0
G003;2019-02-01;MG;458;97,2;147,2;49,999999999999986;0,0;2;2019;0,0
G003;2019-03-01;MG;458;97,2;147,2;49,999999999999986;0,0;3;2019;0,0
G003;2019-04-01;MG;458;97,2;147,2;49,999999999999986;0,0;4;2019;0,0
G003;2019-05-01;MG;458;97,2;147,2;49,999999999999986;0,0;5;2019;0,0
G003;2019-06-01;MG;458;97,2;147,2;49,999999999999986;0,0;6;2019;0,0
G003;2019-07-01;MG;458;97,2;147,2;49,999999999999986;0,0;7;2019;0,0
G003;2019-08-01;MG;458;97,2;147,2;49,999999999999986;0,0;8;2019;0,0
G003;2019-09-01;MG;458;97,2;147,2;49,999999999999986;0,0;9;2019;0,0
G003;2019-10-01;MG;458;97,2;147,2;49,999999999999986;0,0;10;2019;0,0
G003;2019-11-01;MG;458;97,2;147,2;49,999999999999986;0,0;11;2019;0,0
G003;2019-12-01;MG;458;97,2;147,2;49,999999999999986;0,0;12;2019;0,0
G003;2020-01-01;MG;458;97,2;147,2;49,999999999999986;0,0;1;2020;0,0
G003;2020-02-01;MG;458;97,2;147,2;49,999999999999986;0,0;2;2020;0,0
G003;2020-03-01;MG;458;97,2;147,2;49,999999999999986;0,0;3;2020;0,0
G003;2020-04-01;MG;458;97,2;147,2;49,999999999999986;0,0;4;2020;0,0
G003;2020-05-01;MG;458;97,2;147,2;49,999999999999986;0,0;5;2020;0,0
G003;2020-06-01;MG;458;97,2;147,2;49,999999999999986;0,0;6;2020;0,0
G003;2020-07-01;MG;458;97,2;147,2;49,999999999999986;0,0;7;2020;0,0
G003;2020-08-01;MG;458;97,2;147,2;49,999999999999986;0,0;8;2020;0,0
G003;2020-09-01;MG;458;97,2;147,2;49,999999999999986;0,0;9;2020;0,0
G003;2020-10-01;MG;458;97,2;147,2;49,999999999999986;0,0;10;2020;0,0
G003;2020-11-01;MG;458;97,2;147,2;49,999999999999986;0,0;11;2020;0,0
G003;2020-12-01;MG;458;97,2;147,2;49,999999999999986;0,0;12;2020;0,0
G003;2021-01-01;MG;458;97,2;147,2;49,999999999999986;0,0;1;2021;0,0
G003;2021-02-01;MG;458;97,2;147,2;49,999999999999986;0,0;2;2021;0,0
G003;2021-03-01;MG;458;97,2;147,2;49,999999999999986;0,0;3;2021;0,0
G004;2015-12-01;MG;50;65,5;77,0;11,5;0,0;12;2015;0,0
G004;2016-01-01;MG;50;65,5;77,0;11,5;0,0;1;2016;0,0
G004;2016-02-01;MG;50;65,5;77,0;11,5;1,0;2;2016;0,0
G004;2016-03-01;MG;50;65,5;77,0;11,5;0,0;3;2016;0,0
G004;2016-04-01;MG;50;65,5;77,0;11,5;0,0;4;2016;0,0
G004;2016-05-01;MG;50;65,5;77,0;11,5;0,0;5;2016;0,0
G004;2016-06-01;MG;50;65,5;77,0;11,5;0,0;6;2016;0,0
G004;2016-07-01;MG;50;65,5;77,0;11,5;0,0;7;2016;0,0
G004;2016-08-01;MG;50;65,5;77,0;11,5;0,0;8;2016;0,0
G004;2016-09-01;MG;50;65,5;77,0;11,5;0,0;9;2016;0,0
G004;2016-10-01;MG;50;65,5;77,0;11,5;0,0;10;2016;0,0
G004;2016-11-01;MG;50;65,5;77,0;11,5;0,0;11;2016;0,0
G004;2016-12-01;MG;50;65,5;77,0;11,5;0,0;12;2016;0,0
G004;2017-01-01;MG;50;65,5;77,0;11,5;0,0;1;2017;0,0
G004;2017-02-01;MG;50;65,5;77,0;11,5;0,0;2;2017;0,0
G004;2017-03-01;MG;50;65,5;77,0;11,5;1,0;3;2017;0,0
G004;2017-04-01;MG;50;65,5;77,0;11,5;1,0;4;2017;0,0
G004;2017-05-01;MG;50;65,5;77,0;11,5;1,0;5;2017;0,0
G004;2017-06-01;MG;50;65,5;77,0;11,5;0,0;6;2017;0,0
G004;2017-07-01;MG;50;65,5;77,0;11,5;0,0;7;2017;0,0
G004;2017-08-01;MG;50;65,5;77,0;11,5;0,0;8;2017;0,0
G004;2017-09-01;MG;50;65,5;77,0;11,5;2,0;9;2017;0,0
G004;2017-10-01;MG;50;65,5;77,0;11,5;0,0;10;2017;0,0
G004;2017-11-01;MG;50;65,5;77,0;11,5;0,0;11;2017;0,0
G004;2017-12-01;MG;50;65,5;77,0;11,5;0,0;12;2017;0,0
G004;2018-01-01;MG;50;65,5;77,0;11,5;0,0;1;2018;1,0
G004;2018-02-01;MG;50;65,5;77,0;11,5;0,0;2;2018;0,0
G004;2018-03-01;MG;50;65,5;77,0;11,5;0,0;3;2018;0,0
G004;2018-04-01;MG;50;65,5;77,0;11,5;0,0;4;2018;0,0
G004;2018-05-01;MG;50;65,5;77,0;11,5;0,0;5;2018;0,0
G004;2018-06-01;MG;50;65,5;77,0;11,5;0,0;6;2018;0,0
G004;2018-07-01;MG;50;65,5;77,0;11,5;0,0;7;2018;0,0
G004;2018-08-01;MG;50;65,5;77,0;11,5;0,0;8;2018;0,0
G004;2018-09-01;MG;50;65,5;77,0;11,5;0,0;9;2018;0,0
G004;2018-10-01;MG;50;65,5;77,0;11,5;0,0;10;2018;0,0
G004;2018-11-01;MG;50;65,5;77,0;11,5;0,0;11;2018;0,0
G004;2018-12-01;MG;50;65,5;77,0;11,5;0,0;12;2018;0,0
G004;2019-01-01;MG;50;65,5;77,0;11,5;2,0;1;2019;1,0
G004;2019-02-01;MG;50;65,5;77,0;11,5;0,0;2;2019;1,0
G004;2019-03-01;MG;50;65,5;77,0;11,5;1,0;3;2019;0,0
G004;2019-04-01;MG;50;65,5;77,0;11,5;0,0;4;2019;0,0
G004;2019-05-01;MG;50;65,5;77,0;11,5;0,0;5;2019;0,0
G004;2019-06-01;MG;50;65,5;77,0;11,5;0,0;6;2019;0,0
G004;2019-07-01;MG;50;65,5;77,0;11,5;1,0;7;2019;0,0
G004;2019-08-01;MG;50;65,5;77,0;11,5;0,0;8;2019;0,0
G004;2019-09-01;MG;50;65,5;77,0;11,5;0,0;9;2019;0,0
G004;2019-10-01;MG;50;65,5;77,0;11,5;1,0;10;2019;0,0
G004;2019-11-01;MG;50;65,5;77,0;11,5;2,0;11;2019;0,0
G004;2019-12-01;MG;50;65,5;77,0;11,5;1,0;12;2019;0,0
G004;2020-01-01;MG;50;65,5;77,0;11,5;2,0;1;2020;0,0
G004;2020-02-01;MG;50;65,5;77,0;11,5;1,0;2;2020;0,0
G004;2020-03-01;MG;50;65,5;77,0;11,5;0,0;3;2020;0,0
G004;2020-04-01;MG;50;65,5;77,0;11,5;0,0;4;2020;0,0
G004;2020-05-01;MG;50;65,5;77,0;11,5;1,0;5;2020;0,0
G004;2020-06-01;MG;50;65,5;77,0;11,5;0,0;6;2020;0,0
G004;2020-07-01;MG;50;65,5;77,0;11,5;1,0;7;2020;0,0
G004;2020-08-01;MG;50;65,5;77,0;11,5;0,0;8;2020;0,0
G004;2020-09-01;MG;50;65,5;77,0;11,5;1,0;9;2020;0,0
G004;2020-10-01;MG;50;65,5;77,0;11,5;2,0;10;2020;0,0
G004;2020-11-01;MG;50;65,5;77,0;11,5;1,0;11;2020;0,0
G004;2020-12-01;MG;50;65,5;77,0;11,5;0,0;12;2020;0,0
G005;2016-02-01;MG;262;0,0;72,2;72,2;1,0;2;2016;0,0
G005;2016-03-01;MG;262;0,0;72,2;72,2;1,0;3;2016;0,0
G005;2016-04-01;MG;262;0,0;72,2;72,2;0,0;4;2016;0,0
G005;2016-05-01;MG;262;0,0;72,2;72,2;1,0;5;2016;0,0
G005;2016-06-01;MG;262;0,0;72,2;72,2;0,0;6;2016;0,0
G005;2016-07-01;MG;262;0,0;72,2;72,2;0,0;7;2016;0,0
G005;2016-08-01;MG;262;0,0;72,2;72,2;1,0;8;2016;0,0
G005;2016-09-01;MG;262;0,0;72,2;72,2;1,0;9;2016;0,0
G005;2016-10-01;MG;262;0,0;72,2;72,2;0,0;10;2016;0,0
G005;2016-11-01;MG;262;0,0;72,2;72,2;1,0;11;2016;0,0
G005;2016-12-01;MG;262;0,0;72,2;72,2;0,0;12;2016;0,0
G005;2017-01-01;MG;262;0,0;72,2;72,2;1,0;1;2017;0,0
G005;2017-02-01;MG;262;0,0;72,2;72,2;3,0;2;2017;0,0
G005;2017-03-01;MG;262;0,0;72,2;72,2;0,0;3;2017;0,0
G005;2017-04-01;MG;262;0,0;72,2;72,2;0,0;4;2017;0,0
G005;2017-05-01;MG;262;0,0;72,2;72,2;2,0;5;2017;0,0
G005;2017-06-01;MG;262;0,0;72,2;72,2;0,0;6;2017;0,0
G005;2017-07-01;MG;262;0,0;72,2;72,2;2,0;7;2017;0,0
G005;2017-08-01;MG;262;0,0;72,2;72,2;1,0;8;2017;0,0
G005;2017-09-01;MG;262;0,0;72,2;72,2;2,0;9;2017;0,0
G005;2017-10-01;MG;262;0,0;72,2;72,2;1,0;10;2017;0,0
G005;2017-11-01;MG;262;0,0;72,2;72,2;2,0;11;2017;0,0
G005;2017-12-01;MG;262;0,0;72,2;72,2;0,0;12;2017;0,0
G005;2018-01-01;MG;262;0,0;72,2;72,2;2,0;1;2018;0,0
G005;2018-02-01;MG;262;0,0;72,2;72,2;2,0;2;2018;0,0
G005;2018-03-01;MG;262;0,0;72,2;72,2;1,0;3;2018;0,0
G005;2018-04-01;MG;262;0,0;72,2;72,2;0,0;4;2018;0,0
